sample,DDX11L1_expression,tissue_type
GTEX-1MA7X-0011-R6a-SM-EYYWR,0,Nucleus accumbens (basal ganglia) 
GTEX-1MA7X-0011-R7b-SM-EYYWS,0,Putamen (basal ganglia) 
GTEX-1MCQQ-0011-R3a-SM-EXURW,0,Anterior cingulate cortex (BA24) 
GTEX-1MJK2-0011-R6a-SM-EXUS3,0.0174,Nucleus accumbens (basal ganglia) 
GTEX-1MJK2-0011-R7a-SM-EXUS4,0,Putamen (basal ganglia) 
GTEX-1MJK2-0011-R9b-SM-EZ6MZ,0.02541,Spinal cord (cervical c-1) 
GTEX-1MJK2-3026-SM-EV7A5,0.1617,Cerebellum 
GTEX-1N2DW-0011-R11b-SM-EXOIL,0,Cerebellar Hemisphere 
GTEX-1N2DW-0011-R4b-SM-EZ6MD,0.03822,Amygdala 
GTEX-1N2DW-0011-R5a-SM-EYYX3,0,Caudate (basal ganglia) 
GTEX-1N2DW-0011-R6a-SM-EZ6MW,0,Nucleus accumbens (basal ganglia) 
GTEX-1N2DW-2826-SM-E9TK5,0.01421,Cortex 
GTEX-1N2EE-0011-R11b-SM-EXOIJ,0.06036,Cerebellar Hemisphere 
GTEX-1N2EE-0011-R3b-SM-EXURY,0,Anterior cingulate cortex (BA24) 
GTEX-1N2EE-0011-R4a-SM-EXOII,0,Amygdala 
GTEX-1N5O9-2926-SM-EXUSN,0,Cortex 
GTEX-1NV5F-3226-SM-EXUSL,0,Cortex 
GTEX-1NV8Z-3026-SM-DTX8Z,0,Cerebellum 
GTEX-1NV8Z-3126-SM-E76R3,0,Cortex 
GTEX-1O9I2-3026-SM-E76PX,0.01683,Cortex 
GTEX-1OJC4-0011-R6a-SM-EXOIM,0,Nucleus accumbens (basal ganglia) 
GTEX-1OJC4-0011-R7a-SM-EYYX4,0,Putamen (basal ganglia) 
GTEX-1OJC4-0011-R9a-SM-EZ6N1,0,Spinal cord (cervical c-1) 
GTEX-1OJC4-2826-SM-E6CQX,0,Cortex 
GTEX-1P4AB-3026-SM-EXOJS,0,Cerebellum 
GTEX-1PIIG-2726-SM-E76PQ,0.02741,Cortex 
GTEX-1PIIG-2826-SM-DTX7O,0,Cerebellum 
GTEX-1POEN-2726-SM-E9U6B,0.02647,Cerebellum 
GTEX-1PPGY-3126-SM-EXUSR,0,Cortex 
GTEX-1PWST-3026-SM-EAZ3H,0.05283,Cerebellum 
GTEX-1PWST-3126-SM-EXUSE,0,Cortex 
GTEX-1QEPI-3026-SM-EXOIW,0,Cerebellum 
GTEX-1QMI2-3126-SM-EXUT5,0,Cortex 
GTEX-1QP6S-2926-SM-DTXF8,0.03569,Cortex 
GTEX-1QP6S-3026-SM-EAZ4N,0.01856,Cerebellum 
GTEX-1R46S-0011-R6a-SM-EZ6N6,0.01076,Nucleus accumbens (basal ganglia) 
GTEX-1R46S-0011-R7b-SM-EXUTH,0,Putamen (basal ganglia) 
GTEX-1R46S-0011-R9a-SM-EZ6N7,0,Spinal cord (cervical c-1) 
GTEX-1R46S-3126-SM-DPRZ9,0,Cerebellum 
GTEX-1R9K4-0011-R11a-SM-EZ6N9,0.03211,Cerebellar Hemisphere 
GTEX-1R9K4-0011-R5b-SM-EZ6N8,0,Caudate (basal ganglia) 
GTEX-1R9K4-3126-SM-DTX9Y,0,Cortex 
GTEX-1R9PO-0011-R11b-SM-EZ6NB,0,Cerebellar Hemisphere 
GTEX-1R9PO-0011-R5a-SM-EZ6NA,0,Caudate (basal ganglia) 
GTEX-1R9PO-2826-SM-E6CPV,0.06656,Cerebellum 
GTEX-1R9PO-2926-SM-EVYBR,0,Cortex 
GTEX-1RDX4-3226-SM-DPS14,0,Cerebellum 
GTEX-1RLM8-0011-R2a-SM-EZ6N4,0,Substantia nigra 
GTEX-1RLM8-0011-R6a-SM-EYYXS,0.01712,Nucleus accumbens (basal ganglia) 
GTEX-1RLM8-0011-R8a-SM-EYYXR,0,Hypothalamus 
GTEX-1RNSC-0011-R5a-SM-EZ6N5,0,Caudate (basal ganglia) 
GTEX-1RNSC-3126-SM-EVR4V,0.008629,Cerebellum 
GTEX-1RQEC-0011-R9a-SM-EZ6N3,0,Spinal cord (cervical c-1) 
GTEX-1RQEC-2926-SM-EVR5A,0,Cortex 
GTEX-1RQEC-3026-SM-DPRXM,0,Cerebellum 
GTEX-N7MS-0011-R10A-SM-2HMJK,0,Frontal Cortex (BA9) 
GTEX-N7MS-0011-R11A-SM-2HMJS,0.02303,Cerebellar Hemisphere 
GTEX-N7MS-0011-R1a-SM-2HMJG,0.05421,Hippocampus 
GTEX-N7MS-0011-R2a-SM-2HML6,0,Substantia nigra 
GTEX-N7MS-0011-R3a-SM-33HC6,0,Anterior cingulate cortex (BA24) 
GTEX-N7MS-0011-R4a-SM-2HMKW,0,Amygdala 
GTEX-N7MS-0011-R5a-SM-2HMK8,0,Caudate (basal ganglia) 
GTEX-N7MS-0011-R6a-SM-2HMJ4,0,Nucleus accumbens (basal ganglia) 
GTEX-N7MS-0011-R7a-SM-2HMKN,0,Putamen (basal ganglia) 
GTEX-N7MS-0011-R8a-SM-2YUMK,0,Hypothalamus 
GTEX-N7MS-2526-SM-2D7W3,0,Cerebellum 
GTEX-N7MT-0011-R10A-SM-2I3E1,0.06127,Frontal Cortex (BA9) 
GTEX-N7MT-0011-R11A-SM-2I3DZ,0,Cerebellar Hemisphere 
GTEX-N7MT-0011-R1a-SM-CNPO1,0,Hippocampus 
GTEX-N7MT-0011-R2a-SM-2I3GI,0,Substantia nigra 
GTEX-N7MT-0011-R3a-SM-2I3GC,0.03242,Anterior cingulate cortex (BA24) 
GTEX-N7MT-0011-R4a-SM-2I3G9,0,Amygdala 
GTEX-N7MT-0011-R5a-SM-2I3G6,0.03538,Caudate (basal ganglia) 
GTEX-N7MT-0011-R6a-SM-2I3G3,0.01919,Nucleus accumbens (basal ganglia) 
GTEX-N7MT-0011-R7a-SM-2I3FZ,0,Putamen (basal ganglia) 
GTEX-N7MT-0011-R8a-SM-2I5GU,0.03421,Hypothalamus 
GTEX-N7MT-1126-SM-CYPQY,0,Cortex 
GTEX-N7MT-1226-SM-DKPOK,0.0189,Cerebellum 
GTEX-NL3H-0011-R10A-SM-2I3E9,0.02039,Frontal Cortex (BA9) 
GTEX-NL3H-0011-R11A-SM-2I3E6,0,Cerebellar Hemisphere 
GTEX-NL3H-0011-R1a-SM-48TDJ,0,Hippocampus 
GTEX-NL3H-0011-R3a-SM-2I3GL,0,Anterior cingulate cortex (BA24) 
GTEX-NL3H-0011-R4a-SM-2I3GK,0.02131,Amygdala 
GTEX-NL3H-0011-R5a-SM-2I3GB,0.01686,Caudate (basal ganglia) 
GTEX-NL3H-0011-R6a-SM-2I3G8,0,Nucleus accumbens (basal ganglia) 
GTEX-NL3H-0011-R7a-SM-2I3G5,0.01315,Putamen (basal ganglia) 
GTEX-NL3H-0011-R8a-SM-DIPDY,0,Hypothalamus 
GTEX-NL4W-0011-R10A-SM-2I3DY,0.08646,Frontal Cortex (BA9) 
GTEX-NL4W-0011-R11A-SM-2I3DW,0,Cerebellar Hemisphere 
GTEX-NL4W-0011-R2a-SM-2I5GV,0,Substantia nigra 
GTEX-NL4W-0011-R4a-SM-2I5GZ,0,Amygdala 
GTEX-NL4W-0011-R5a-SM-2I3GD,0.0193,Caudate (basal ganglia) 
GTEX-NL4W-0011-R6a-SM-2I3GA,0,Nucleus accumbens (basal ganglia) 
GTEX-NL4W-0011-R8a-SM-2I3G4,0,Hypothalamus 
GTEX-NL4W-0011-R9a-SM-2I3G1,0.01608,Spinal cord (cervical c-1) 
GTEX-NPJ7-0011-R10A-SM-2I3E5,0.0246,Frontal Cortex (BA9) 
GTEX-NPJ7-0011-R11A-SM-2I3E8,0.02272,Cerebellar Hemisphere 
GTEX-NPJ7-0011-R1a-SM-3GACT,0.1501,Hippocampus 
GTEX-NPJ7-0011-R2a-SM-2I3GF,0,Substantia nigra 
GTEX-NPJ7-0011-R4a-SM-2I3GJ,0.0149,Amygdala 
GTEX-NPJ7-0011-R5a-SM-33HBK,0.007455,Caudate (basal ganglia) 
GTEX-NPJ7-0011-R6a-SM-2I3G7,0,Nucleus accumbens (basal ganglia) 
GTEX-NPJ7-0011-R7a-SM-EV79B,0.01038,Putamen (basal ganglia) 
GTEX-NPJ7-0011-R8a-SM-2I3G2,0.02869,Hypothalamus 
GTEX-NPJ7-0011-R9a-SM-2TC5R,0.1073,Spinal cord (cervical c-1) 
GTEX-NPJ7-2726-SM-2I3FT,0.0596,Cortex 
GTEX-NPJ7-2826-SM-2I3FU,0.08121,Cerebellum 
GTEX-NPJ8-0011-R10A-SM-2YUMO,0,Frontal Cortex (BA9) 
GTEX-NPJ8-0011-R11A-SM-2YUMS,0.08708,Cerebellar Hemisphere 
GTEX-NPJ8-0011-R1a-SM-33HCB,0.01544,Hippocampus 
GTEX-NPJ8-0011-R2a-SM-2TC6M,0.02397,Substantia nigra 
GTEX-NPJ8-0011-R3a-SM-2HMIW,0,Anterior cingulate cortex (BA24) 
GTEX-NPJ8-0011-R4a-SM-2HML3,0.01644,Amygdala 
GTEX-NPJ8-0011-R5a-SM-2HMJY,0.05692,Caudate (basal ganglia) 
GTEX-NPJ8-0011-R6a-SM-2HMKB,0.01797,Nucleus accumbens (basal ganglia) 
GTEX-NPJ8-0011-R7a-SM-2HMJV,0.0518,Putamen (basal ganglia) 
GTEX-NPJ8-0011-R8a-SM-2HMLG,0,Hypothalamus 
GTEX-NPJ8-0011-R9a-SM-2YUN5,0.0307,Spinal cord (cervical c-1) 
GTEX-NPJ8-1526-SM-2D7VU,0.09314,Cortex 
GTEX-NPJ8-2626-SM-2D7W2,0,Cerebellum 
GTEX-OHPN-0011-R10A-SM-33HBU,0,Frontal Cortex (BA9) 
GTEX-OHPN-0011-R11A-SM-2I5FM,0.05249,Cerebellar Hemisphere 
GTEX-OHPN-0011-R1A-SM-2I5GB,0,Hippocampus 
GTEX-OHPN-0011-R2A-SM-2I5FB,0.01457,Substantia nigra 
GTEX-OHPN-0011-R4A-SM-2I5FD,0,Amygdala 
GTEX-OHPN-0011-R6A-SM-2I5FH,0.02993,Nucleus accumbens (basal ganglia) 
GTEX-OHPN-0011-R7A-SM-2I5FI,0,Putamen (basal ganglia) 
GTEX-OHPN-0011-R8A-SM-33HBT,0,Hypothalamus 
GTEX-OHPN-0011-R9A-SM-5TDEJ,0.02074,Spinal cord (cervical c-1) 
GTEX-OHPN-2526-SM-2I5H3,0.02927,Cortex 
GTEX-OHPN-2626-SM-2I5H1,0.1065,Cerebellum 
GTEX-OXRN-0011-R10A-SM-2I5GC,0.01372,Frontal Cortex (BA9) 
GTEX-OXRN-0011-R5A-SM-2I5EF,0,Caudate (basal ganglia) 
GTEX-OXRN-0011-R8A-SM-E9TI1,0,Hypothalamus 
GTEX-OXRN-2426-SM-2I5EQ,0,Cortex 
GTEX-OXRO-0011-R10A-SM-2I5EH,0.01064,Frontal Cortex (BA9) 
GTEX-OXRO-0011-R2A-SM-3NB1W,0.01173,Substantia nigra 
GTEX-OXRO-0011-R5A-SM-2I5EG,0.03289,Caudate (basal ganglia) 
GTEX-OXRO-0011-R9A-SM-3NB1X,0,Spinal cord (cervical c-1) 
GTEX-P44G-0011-R10A-SM-2I3FF,0,Frontal Cortex (BA9) 
GTEX-P44G-0011-R11A-SM-2I3FD,0.05132,Cerebellar Hemisphere 
GTEX-P44G-0011-R1A-SM-2I3FE,0.01748,Hippocampus 
GTEX-P44G-0011-R2A-SM-2XCD2,0,Substantia nigra 
GTEX-P44G-0011-R3A-SM-2I3FC,0.02093,Anterior cingulate cortex (BA24) 
GTEX-P44G-0011-R4A-SM-2I3FB,0,Amygdala 
GTEX-P44G-0011-R5A-SM-2I3FA,0.03178,Caudate (basal ganglia) 
GTEX-P44G-0011-R6A-SM-2XCD3,0.04574,Nucleus accumbens (basal ganglia) 
GTEX-P44G-0011-R7A-SM-2I3F9,0,Putamen (basal ganglia) 
GTEX-P44G-2426-SM-2I5ER,0.03518,Cortex 
GTEX-P44G-2526-SM-2I5EK,0,Cerebellum 
GTEX-P44H-0011-R10A-SM-2XCEK,0,Frontal Cortex (BA9) 
GTEX-P44H-0011-R11A-SM-2XCER,0.01854,Cerebellar Hemisphere 
GTEX-P44H-0011-R1A-SM-3NM8J,0,Hippocampus 
GTEX-P44H-0011-R3A-SM-D3L8E,0,Anterior cingulate cortex (BA24) 
GTEX-P44H-0011-R4A-SM-2XCEW,0,Amygdala 
GTEX-P44H-0011-R5A-SM-2XCEX,0.01676,Caudate (basal ganglia) 
GTEX-P44H-0011-R6A-SM-2XCF3,0,Nucleus accumbens (basal ganglia) 
GTEX-P44H-0011-R8A-SM-2XCEL,0,Hypothalamus 
GTEX-P44H-2426-SM-2XCEJ,0.06377,Cerebellum 
GTEX-PVOW-0011-R10A-SM-EXOHB,0,Frontal Cortex (BA9) 
GTEX-PVOW-0011-R1A-SM-32PL6,0,Hippocampus 
GTEX-PVOW-0011-R3A-SM-32PKX,0.0131,Anterior cingulate cortex (BA24) 
GTEX-PVOW-0011-R5A-SM-32PL7,0,Caudate (basal ganglia) 
GTEX-PVOW-2526-SM-2XCF7,0.01347,Cortex 
GTEX-PVOW-2626-SM-32PL8,0,Cerebellum 
GTEX-PWO3-0011-R1A-SM-2I5EW,0.03872,Hippocampus 
GTEX-PWO3-0011-R2A-SM-2S1OX,0,Substantia nigra 
GTEX-PWO3-0011-R3A-SM-2I5EX,0.01477,Anterior cingulate cortex (BA24) 
GTEX-PWO3-0011-R5A-SM-2I5EZ,0,Caudate (basal ganglia) 
GTEX-PWO3-0011-R6A-SM-2I5F3,0,Nucleus accumbens (basal ganglia) 
GTEX-PWO3-0011-R8A-SM-2I5GD,0.01426,Hypothalamus 
GTEX-PWO3-0011-R9A-SM-EVR2V,0,Spinal cord (cervical c-1) 
GTEX-PWO3-0926-SM-2I5EY,0.05856,Cortex 
GTEX-PWO3-1026-SM-2I5F2,0,Cerebellum 
GTEX-Q2AG-0011-R10A-SM-2HMLA,0,Frontal Cortex (BA9) 
GTEX-Q2AG-0011-R11A-SM-2HMKZ,0,Cerebellar Hemisphere 
GTEX-Q2AG-0011-R1A-SM-2HMJI,0.01933,Hippocampus 
GTEX-Q2AG-0011-R2A-SM-2HMIT,0.018,Substantia nigra 
GTEX-Q2AG-0011-R3A-SM-2HMJ9,0,Anterior cingulate cortex (BA24) 
GTEX-Q2AG-0011-R4A-SM-2HMKA,0.01849,Amygdala 
GTEX-Q2AG-0011-R5A-SM-2HMJH,0.01481,Caudate (basal ganglia) 
GTEX-Q2AG-0011-R6A-SM-2HML7,0.01509,Nucleus accumbens (basal ganglia) 
GTEX-Q2AG-0011-R7A-SM-2HMJP,0.03181,Putamen (basal ganglia) 
GTEX-Q2AG-0011-R8A-SM-2HMK5,0.08584,Hypothalamus 
GTEX-Q2AG-0011-R9A-SM-2HMJ6,0.02052,Spinal cord (cervical c-1) 
GTEX-Q2AG-2826-SM-2HMJQ,0.03903,Cerebellum 
GTEX-Q2AG-2926-SM-2HMJ3,0.05289,Cortex 
GTEX-QDT8-0011-R10A-SM-32PKG,0,Frontal Cortex (BA9) 
GTEX-QDT8-0011-R11A-SM-32PKD,0.01892,Cerebellar Hemisphere 
GTEX-QDT8-0011-R1A-SM-32PKS,0,Hippocampus 
GTEX-QDT8-0011-R2A-SM-32PKQ,0,Substantia nigra 
GTEX-QDT8-0011-R3A-SM-32PKR,0,Anterior cingulate cortex (BA24) 
GTEX-QDT8-0011-R4A-SM-32PKM,0,Amygdala 
GTEX-QDT8-0011-R5A-SM-32PKN,0,Caudate (basal ganglia) 
GTEX-QDT8-0011-R6A-SM-32PKI,0,Nucleus accumbens (basal ganglia) 
GTEX-QDT8-0011-R7A-SM-32PKF,0,Putamen (basal ganglia) 
GTEX-QDT8-0011-R8A-SM-32PKE,0.07299,Hypothalamus 
GTEX-QDT8-0011-R9A-SM-CYPRD,0.02535,Spinal cord (cervical c-1) 
GTEX-QDT8-2926-SM-32PKC,0,Cortex 
GTEX-QDT8-3026-SM-32PKB,0.02491,Cerebellum 
GTEX-QMR6-0011-R10A-SM-32PKO,0,Frontal Cortex (BA9) 
GTEX-QMR6-0011-R11A-SM-32PKK,0,Cerebellar Hemisphere 
GTEX-QMR6-0011-R1A-SM-32PKW,0.01521,Hippocampus 
GTEX-QMR6-0011-R2A-SM-32PKV,0,Substantia nigra 
GTEX-QMR6-0011-R4A-SM-32PKU,0,Amygdala 
GTEX-QMR6-0011-R5A-SM-32PKT,0.03464,Caudate (basal ganglia) 
GTEX-QMR6-0011-R6A-SM-32PKP,0,Nucleus accumbens (basal ganglia) 
GTEX-QMR6-0011-R7A-SM-32PKL,0.008245,Putamen (basal ganglia) 
GTEX-QMR6-0011-R8A-SM-32PKJ,0,Hypothalamus 
GTEX-QMR6-1326-SM-32PLB,0,Cerebellum 
GTEX-QMR6-1426-SM-32PLA,0.02878,Cortex 
GTEX-QVJO-0011-R10A-SM-2S1QJ,0,Frontal Cortex (BA9) 
GTEX-QVJO-0011-R1A-SM-2S1QI,0,Hippocampus 
GTEX-QVJO-0011-R4A-SM-2S1QL,0,Amygdala 
GTEX-QVJO-0011-R5A-SM-2S1QM,0.1513,Caudate (basal ganglia) 
GTEX-QVJO-0011-R6A-SM-2S1QN,0,Nucleus accumbens (basal ganglia) 
GTEX-QVJO-0011-R7A-SM-2S1QO,0,Putamen (basal ganglia) 
GTEX-QVJO-0011-R8A-SM-447C7,0.02262,Hypothalamus 
GTEX-QVJO-0011-R9A-SM-2S1QH,0,Spinal cord (cervical c-1) 
GTEX-QVJO-1325-SM-2S1QX,0,Cerebellum 
GTEX-QVJO-1426-SM-2S1QY,0,Cortex 
GTEX-QVUS-0011-R10A-SM-3GIK3,0,Frontal Cortex (BA9) 
GTEX-QVUS-0011-R1A-SM-3GAD2,0,Hippocampus 
GTEX-QVUS-0011-R3A-SM-3GAFD,0,Anterior cingulate cortex (BA24) 
GTEX-QVUS-0011-R4A-SM-3GAE7,0,Amygdala 
GTEX-QVUS-0011-R6A-SM-3GACX,0.0908,Nucleus accumbens (basal ganglia) 
GTEX-QVUS-0011-R8A-SM-3GAD7,0.02267,Hypothalamus 
GTEX-QVUS-0011-R9A-SM-3GIJA,0,Spinal cord (cervical c-1) 
GTEX-QVUS-2826-SM-3GADB,0,Cortex 
GTEX-QVUS-2926-SM-3GIJB,0.1783,Cerebellum 
GTEX-R55E-0011-R11A-SM-2TC6I,0.03178,Cerebellar Hemisphere 
GTEX-R55E-0011-R1A-SM-2TC6N,0,Hippocampus 
GTEX-R55E-0011-R2A-SM-EYYV9,0,Substantia nigra 
GTEX-R55E-0011-R4A-SM-2TC5H,0.05338,Amygdala 
GTEX-R55E-0011-R5A-SM-2TC5N,0,Caudate (basal ganglia) 
GTEX-R55E-0011-R6A-SM-2TC5T,0,Nucleus accumbens (basal ganglia) 
GTEX-R55E-0011-R7A-SM-2TC5Z,0,Putamen (basal ganglia) 
GTEX-R55E-0011-R8A-SM-2TC66,0,Hypothalamus 
GTEX-R55E-0011-R9A-SM-2TC6C,0,Spinal cord (cervical c-1) 
GTEX-R55E-2526-SM-2TC6H,0.0258,Cerebellum 
GTEX-RNOR-0011-R1A-SM-CNNP5,0,Hippocampus 
GTEX-RNOR-0011-R3A-SM-5SI8E,0,Anterior cingulate cortex (BA24) 
GTEX-RNOR-0011-R4A-SM-3GAD3,0.0199,Amygdala 
GTEX-RNOR-0011-R5A-SM-2TF4J,0,Caudate (basal ganglia) 
GTEX-RNOR-0011-R7A-SM-2TF4V,0,Putamen (basal ganglia) 
GTEX-RNOR-0011-R8A-SM-EZ6MN,0,Hypothalamus 
GTEX-RNOR-0011-R9A-SM-2TF52,0,Spinal cord (cervical c-1) 
GTEX-RNOR-2226-SM-2TF5O,0,Cerebellum 
GTEX-RNOR-2326-SM-2TF4I,0,Cortex 
GTEX-RU72-0011-R11A-SM-CM2U1,0,Cerebellar Hemisphere 
GTEX-RU72-0011-R2A-SM-2TF6O,0,Substantia nigra 
GTEX-RU72-0011-R5A-SM-2TF6U,0.03117,Caudate (basal ganglia) 
GTEX-RU72-0011-R6A-SM-2TF71,0,Nucleus accumbens (basal ganglia) 
GTEX-RU72-0011-R7A-SM-2TF5U,0,Putamen (basal ganglia) 
GTEX-RU72-0011-R8A-SM-2TF61,0,Hypothalamus 
GTEX-RU72-0011-R9A-SM-2TF67,0,Spinal cord (cervical c-1) 
GTEX-RU72-2926-SM-2TF66,0.1465,Cerebellum 
GTEX-RU72-3026-SM-CYPRV,0.01453,Cortex 
GTEX-RVPV-0011-R11A-SM-2TF6F,0,Cerebellar Hemisphere 
GTEX-RVPV-0011-R3A-SM-2TF63,0.02905,Anterior cingulate cortex (BA24) 
GTEX-RVPV-0011-R5A-SM-2TF69,0,Caudate (basal ganglia) 
GTEX-S7PM-0011-R5A-SM-3NM8G,0.01158,Caudate (basal ganglia) 
GTEX-S7PM-0011-R6A-SM-3NM8F,0.01058,Nucleus accumbens (basal ganglia) 
GTEX-S7SE-0011-R10A-SM-2XCDF,0,Frontal Cortex (BA9) 
GTEX-S7SE-0011-R11A-SM-2XCDD,0.14,Cerebellar Hemisphere 
GTEX-S7SE-0011-R1A-SM-2XCDE,0.01825,Hippocampus 
GTEX-S7SE-0011-R2A-SM-2XCDC,0,Substantia nigra 
GTEX-S7SE-0011-R4A-SM-2XCDB,0,Amygdala 
GTEX-S7SE-0011-R5A-SM-2XCDA,0,Caudate (basal ganglia) 
GTEX-S7SE-0011-R6A-SM-2XCD9,0,Nucleus accumbens (basal ganglia) 
GTEX-S7SE-0011-R7A-SM-2XCDI,0.02543,Putamen (basal ganglia) 
GTEX-S7SE-0011-R8A-SM-2XCDG,0,Hypothalamus 
GTEX-S7SE-2526-SM-2XCDL,0.05749,Cerebellum 
GTEX-T2IS-0011-R11A-SM-32QPC,0,Cerebellar Hemisphere 
GTEX-T2IS-0011-R2A-SM-32QPF,0,Substantia nigra 
GTEX-T2IS-0011-R3A-SM-32QPB,0,Anterior cingulate cortex (BA24) 
GTEX-T2IS-0011-R5A-SM-32QP4,0,Caudate (basal ganglia) 
GTEX-T2IS-0011-R6A-SM-32QP2,0.01418,Nucleus accumbens (basal ganglia) 
GTEX-T2IS-2926-SM-32QPO,0,Cerebellum 
GTEX-T2IS-3026-SM-32QPM,0,Cortex 
GTEX-T5JC-0011-R10A-SM-32PM2,0.02135,Frontal Cortex (BA9) 
GTEX-T5JC-0011-R11A-SM-32PMB,0,Cerebellar Hemisphere 
GTEX-T5JC-0011-R1A-SM-32PM6,0,Hippocampus 
GTEX-T5JC-0011-R2A-SM-32PLZ,0,Substantia nigra 
GTEX-T5JC-0011-R4A-SM-32PLT,0,Amygdala 
GTEX-T5JC-0011-R5A-SM-32PLK,0,Caudate (basal ganglia) 
GTEX-T5JC-0011-R6A-SM-D3L87,0.01331,Nucleus accumbens (basal ganglia) 
GTEX-T5JC-0011-R7A-SM-32PME,0,Putamen (basal ganglia) 
GTEX-T5JC-0011-R8A-SM-32PLM,0,Hypothalamus 
GTEX-T5JC-0011-R9A-SM-32PLV,0,Spinal cord (cervical c-1) 
GTEX-T5JC-2326-SM-32PMR,0.05933,Cerebellum 
GTEX-T5JC-2426-SM-3NMDB,0,Cortex 
GTEX-T6MN-0011-R10A-SM-32QP7,0,Frontal Cortex (BA9) 
GTEX-T6MN-0011-R11A-SM-32QOX,0,Cerebellar Hemisphere 
GTEX-T6MN-0011-R1A-SM-32QOY,0,Hippocampus 
GTEX-T6MN-0011-R2A-SM-32QOW,0,Substantia nigra 
GTEX-T6MN-0011-R4A-SM-32QPG,0,Amygdala 
GTEX-T6MN-0011-R5A-SM-32QPD,0,Caudate (basal ganglia) 
GTEX-T6MN-0011-R6A-SM-32QP8,0,Nucleus accumbens (basal ganglia) 
GTEX-T6MN-0011-R7A-SM-32QP5,0,Putamen (basal ganglia) 
GTEX-T6MN-0011-R8A-SM-32QP3,0,Hypothalamus 
GTEX-T6MN-0011-R9A-SM-32QOZ,0.07792,Spinal cord (cervical c-1) 
GTEX-T6MN-2526-SM-32PMN,0.05581,Cerebellum 
GTEX-T6MN-2626-SM-32PMQ,0,Cortex 
GTEX-TSE9-0011-R10A-SM-3DB7O,0,Frontal Cortex (BA9) 
GTEX-TSE9-0011-R11A-SM-3DB7N,0.04253,Cerebellar Hemisphere 
GTEX-TSE9-0011-R1A-SM-3DB7E,0,Hippocampus 
GTEX-TSE9-0011-R4A-SM-3DB7H,0,Amygdala 
GTEX-TSE9-0011-R5A-SM-3DB7J,0,Caudate (basal ganglia) 
GTEX-TSE9-0011-R6A-SM-3DB7L,0,Nucleus accumbens (basal ganglia) 
GTEX-TSE9-0011-R7A-SM-3DB7P,0.01445,Putamen (basal ganglia) 
GTEX-TSE9-0011-R8A-SM-3DB7R,0.02395,Hypothalamus 
GTEX-TSE9-0011-R9A-SM-3DB7Q,0.02269,Spinal cord (cervical c-1) 
GTEX-TSE9-2926-SM-3DB77,0.01706,Cerebellum 
GTEX-TSE9-3026-SM-3DB76,0.02188,Cortex 
GTEX-UTHO-0011-R10A-SM-3GIJQ,0,Frontal Cortex (BA9) 
GTEX-UTHO-0011-R11A-SM-3GIJE,0.03039,Cerebellar Hemisphere 
GTEX-UTHO-0011-R1A-SM-3GIJO,0,Hippocampus 
GTEX-UTHO-0011-R2A-SM-3GIKC,0.05325,Substantia nigra 
GTEX-UTHO-0011-R3A-SM-3GIK8,0,Anterior cingulate cortex (BA24) 
GTEX-UTHO-0011-R4A-SM-3GIJP,0,Amygdala 
GTEX-UTHO-0011-R5A-SM-3GIJD,0,Caudate (basal ganglia) 
GTEX-UTHO-0011-R6A-SM-3GIJW,0.01592,Nucleus accumbens (basal ganglia) 
GTEX-UTHO-2926-SM-3P5Z9,0,Cerebellum 
GTEX-UTHO-3026-SM-3GAFB,0.01065,Cortex 
GTEX-WHSE-0011-R10A-SM-EYYVG,0.01643,Frontal Cortex (BA9) 
GTEX-WHSE-0011-R11A-SM-3P5YY,0.03724,Cerebellar Hemisphere 
GTEX-WHSE-0011-R1A-SM-3P5ZK,0.02815,Hippocampus 
GTEX-WHSE-0011-R2A-SM-3P5ZL,0.017,Substantia nigra 
GTEX-WHSE-0011-R3A-SM-3P5ZM,0.02808,Anterior cingulate cortex (BA24) 
GTEX-WHSE-0011-R4A-SM-3P5ZN,0.01701,Amygdala 
GTEX-WHSE-0011-R6A-SM-3P5ZP,0,Nucleus accumbens (basal ganglia) 
GTEX-WHSE-0011-R7A-SM-3P5YZ,0,Putamen (basal ganglia) 
GTEX-WHSE-0011-R8A-SM-3P5Z1,0,Hypothalamus 
GTEX-WHSE-2926-SM-3NMBG,0.02334,Cerebellum 
GTEX-WHSE-3026-SM-3P5ZH,0.01925,Cortex 
GTEX-WL46-0011-R10A-SM-3MJFQ,0,Frontal Cortex (BA9) 
GTEX-WL46-0011-R11A-SM-3MJFT,0,Cerebellar Hemisphere 
GTEX-WL46-0011-R1A-SM-3LK6M,0,Hippocampus 
GTEX-WL46-0011-R3A-SM-3TW8E,0,Anterior cingulate cortex (BA24) 
GTEX-WL46-0011-R5A-SM-3LK6V,0.01942,Caudate (basal ganglia) 
GTEX-WL46-0011-R6A-SM-3LK6X,0,Nucleus accumbens (basal ganglia) 
GTEX-WL46-0011-R7A-SM-3LK7X,0.0148,Putamen (basal ganglia) 
GTEX-WL46-0011-R9A-SM-3MJFP,0,Spinal cord (cervical c-1) 
GTEX-WL46-2826-SM-3LK81,0,Cerebellum 
GTEX-WL46-2926-SM-3LK82,0,Cortex 
GTEX-WVLH-0011-R10A-SM-3MJFM,0,Frontal Cortex (BA9) 
